name,location,rating,votes,cost,cuisines
Donne Biryani Mane,New BEL Road,3.8,62,300.0,Biryani
Fresh Veg,New BEL Road,2.7,94,300.0,"Street Food, North Indian"
Sri Krishna Bhavan Sweets,Sanjay Nagar,3.9,56,350.0,"Mithai, Street Food"
Kuttanadu Family Restaurant,Jalahalli,3.6,17,600.0,"Seafood, South Indian"
Malgudi Natti Style Hotel,Sahakara Nagar,3.6,13,400.0,South Indian
Kadamba Gardenia,Jalahalli,3.6,74,400.0,"South Indian, Chinese, North Indian, Street Food"
The Momo Farm,Jalahalli,3.7,25,300.0,"Chinese, Tibetan"
Atithi Satkar,Sanjay Nagar,3.7,91,400.0,"South Indian, North Indian, Fast Food, Chinese"
Bharath Restaurant,Jalahalli,3.1,37,450.0,"North Indian, Chinese"
Wok Chow,Sanjay Nagar,3.9,164,300.0,"Chinese, Thai, Momos"
Rotti Mane,Sanjay Nagar,3.5,27,200.0,South Indian
Kishi's Cafe,Sahakara Nagar,3.5,14,500.0,"Fast Food, Street Food"
Hyderabadi Bawarchi Multi Cuisine Restaurant,Hebbal,3.0,100,600.0,"Biryani, North Indian, Chinese"
Kolkata Refreshments,Sanjay Nagar,3.0,14,200.0,"Bengali, Fast Food"
Chinese Corner and Bengali Mess,Sanjay Nagar,3.5,28,300.0,"Chinese, Bengali"
Royal Garden Restaurant,Hebbal,3.6,12,700.0,"North Indian, Chinese"
Udupi South Saviruchi,Jalahalli,3.7,15,250.0,"South Indian, North Indian, Chinese, Street Food"
Samba Shake N Juice,Sanjay Nagar,3.5,11,200.0,"Fast Food, Juices"
Sea Salt,Sahakara Nagar,3.7,18,600.0,"South Indian, Seafood"
Shree Sagar,Yeshwantpur,2.9,16,450.0,"South Indian, North Indian, Chinese"
South Saviruchi,Jalahalli,3.3,7,250.0,South Indian
Cheta's Kitchen,Yelahanka,3.9,78,350.0,"Kerala, South Indian, Seafood"
Hattke,Sahakara Nagar,3.5,27,350.0,"North Indian, South Indian"
Delight Fast Food & Restaurant,Yeshwantpur,2.8,36,550.0,"North Indian, Chinese"
PRS Indian Food Restaurant,Yeshwantpur,2.9,49,200.0,"Chinese, North Indian, South Indian"
Tasty Box,Sanjay Nagar,3.0,29,500.0,"North Indian, Chinese, Seafood"
Kamat Upahaar,Jalahalli,2.8,28,200.0,"South Indian, North Indian"
Star Food County,Sanjay Nagar,3.4,11,300.0,Fast Food
Sketches,Sahakara Nagar,3.5,14,350.0,"South Indian, Fast Food"
KurryWheels,North Bangalore,3.4,8,200.0,"North Indian, Chinese"
Natural Veg,Sanjay Nagar,3.1,22,250.0,"North Indian, Street Food"
The Higher Taste,Sanjay Nagar,3.3,6,350.0,"North Indian, Fast Food"
Kolkata Famous Kati Rolls,Hebbal,3.8,79,200.0,"Fast Food, Rolls"
SKS Veg Corner,Sahakara Nagar,3.4,43,300.0,South Indian
Bengaluru Cafe,Sanjay Nagar,3.3,4,150.0,South Indian
Abzain Paradise,Sanjay Nagar,2.9,42,300.0,North Indian
Mabra Family Restaurant,Sanjay Nagar,3.1,33,450.0,"North Indian, Chinese"
New Golden Emperor,Yeshwantpur,3.7,229,400.0,"North Indian, Chinese, Fast Food"
Chapter One Bar | Maiin,New BEL Road,4.2,997,1400.0,"Continental, Italian, North Indian"
Gilly's Restobar,New BEL Road,4.5,2732,1200.0,"Continental, Finger Food, North Indian, Chinese"
1522 - The Pub,New BEL Road,4.3,969,1400.0,"Chinese, Continental, North Indian"
Hammered,New BEL Road,4.5,2935,1200.0,"North Indian, Continental, Cafe"
Black Jack,New BEL Road,3.7,318,1400.0,"North Indian, Chinese"
B1,New BEL Road,3.9,123,1100.0,"Continental, Burger, Italian, Pizza, North Indian, Salad"
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,New BEL Road,3.7,37,2000.0,Continental
Gilly's Restobar,New BEL Road,4.5,2732,1200.0,"Continental, Finger Food, North Indian, Chinese"
Chapter One Bar | Maiin,New BEL Road,4.2,997,1400.0,"Continental, Italian, North Indian"
1522 - The Pub,New BEL Road,4.3,969,1400.0,"Chinese, Continental, North Indian"
Hammered,New BEL Road,4.5,2935,1200.0,"North Indian, Continental, Cafe"
Chin Lung Resto-Bar,New BEL Road,4.0,307,1000.0,"North Indian, Chinese, Fast Food"
Black Jack,New BEL Road,3.7,318,1400.0,"North Indian, Chinese"
B1,New BEL Road,3.9,123,1100.0,"Continental, Burger, Italian, Pizza, North Indian, Salad"
Big Pitcher,Old Airport Road,4.6,9272,1800.0,"American, Continental, North Indian, Mediterranean"
Peacock,Indiranagar,4.0,861,1200.0,"North Indian, BBQ, Mughlai"
Ministry of Food - Hilton Bangalore Embassy GolfLinks,Domlur,4.2,473,3000.0,"North Indian, Asian, South Indian, Italian, European"
Citrus - The Leela Palace,Old Airport Road,4.2,597,3500.0,"North Indian, Italian, Asian, Continental, Mediterranean"
Limelight - Royal Orchid Hotel,Old Airport Road,3.9,428,2200.0,"Continental, North Indian"
20 Char - Sterlings MAC Hotel,Old Airport Road,4.0,427,1400.0,"Chinese, Continental, North Indian, South Indian, Arabian"
Shebestan - Sterlings MAC Hotel,Old Airport Road,4.2,407,1500.0,Arabian
Java,Old Airport Road,3.7,39,700.0,"North Indian, Chinese"
Barbeque Nation,Indiranagar,4.7,7261,1600.0,"North Indian, European, Mediterranean, BBQ, Kebab"
LOFT38,Indiranagar,4.3,3655,1900.0,"Italian, BBQ, Asian, Fast Food"
Little Italy,Indiranagar,4.2,3305,1400.0,"Italian, Pizza, Mexican"
Mainland China,Indiranagar,4.4,1554,1700.0,Chinese
Dhaba - Estd 1986 Delhi,Indiranagar,4.4,1522,1500.0,"North Indian, Mughlai, Desserts"
Urban Tamaasha,Indiranagar,4.1,880,1200.0,"North Indian, Chinese, Continental"
Pasta Street,Indiranagar,4.5,1670,1300.0,"Italian, Pizza, Salad"
Oye Amritsar,Indiranagar,3.9,1488,600.0,North Indian
Empire Restaurant,Indiranagar,4.1,8286,750.0,"North Indian, Mughlai, South Indian, Chinese"
Southindies,Indiranagar,4.0,1231,800.0,"South Indian, Chettinad, Kerala, Sri Lankan"
The Kebab Room - Restaurant & Brewery,Indiranagar,4.0,776,1000.0,"Mughlai, North Indian"
Zaica Dine & Wine,Indiranagar,4.0,1021,1200.0,North Indian
Copper Chimney,Indiranagar,4.2,97,1200.0,"North Indian, Biryani"
Sidewalk Cafe & Bar - The Paul Bangalore,Domlur,4.2,217,1500.0,"European, Italian, Asian"
The Hub & The Bar - Hotel Ramada Encore,Domlur,3.9,120,1700.0,"North Indian, Continental, Chinese, European"
The Paramount Hotel,Domlur,2.9,325,1000.0,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages"
Flavors of India,Domlur,3.5,6,600.0,"North Indian, South Indian, Andhra, Mughlai"
Avanti Indian Barbeque & Grill,Domlur,3.4,46,1100.0,North Indian
House Of Seitan,Indiranagar,4.0,38,700.0,"Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad"
Cup Chronicles Cafe,Indiranagar,3.9,58,450.0,"Continental, Desserts, Beverages"
Brown Crust Cafe,Old Airport Road,3.2,20,300.0,"Cafe, Italian, Desserts"
The Chocolate Heaven,Old Airport Road,3.8,139,700.0,"Desserts, Cafe, Italian, Beverages"
Talk Over Table,Jeevan Bhima Nagar,4.0,287,500.0,Cafe
Cafe Oleiva,Thippasandra,3.4,6,500.0,Cafe
9th Cross Cafe,Jeevan Bhima Nagar,3.6,12,550.0,"Cafe, Italian, French"
Lavonne,Indiranagar,4.4,1130,800.0,"Cafe, Desserts"
Smoor,Indiranagar,4.6,1732,900.0,"Desserts, Cafe, Beverages"
Ciclo Cafe,Indiranagar,4.3,1331,1000.0,"Cafe, Italian, American"
Lazy Suzy,Indiranagar,4.3,1258,1000.0,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European"
Loveshack,Domlur,4.0,1806,1600.0,"Continental, Pizza, North Indian, Goan, Cafe"
Chai Days,Indiranagar,4.5,132,200.0,"Cafe, Tea, Beverages, Fast Food"
Bean Flickers,Indiranagar,4.3,397,700.0,"Cafe, American, Fast Food, Coffee, Continental"
Tea Brew,Indiranagar,4.1,1157,500.0,"Cafe, Continental, Momos, Italian, North Indian"
Infinitea Tea Room & Tea Store,Indiranagar,4.3,771,1000.0,"Continental, Cafe, Desserts, Salad, Momos"
Waffle Magic,Indiranagar,4.2,592,700.0,"Cafe, Desserts"
The Ants Cafe & Store,Indiranagar,3.9,1387,800.0,"Cafe, Italian, Fast Food"
Smally's Resto Cafe,Indiranagar,4.1,424,650.0,"Cafe, Italian, Burger, American, Steak"
Mama Mia!,Indiranagar,4.3,428,400.0,"Desserts, Cafe"
Gobble Up Churros Cafe,Indiranagar,4.3,379,400.0,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish"
Cafe Braqa,Indiranagar,4.1,147,700.0,"Cafe, Italian, Continental, Beverages"
Starbucks,Indiranagar,4.2,591,700.0,"Cafe, Desserts"
Chantilly,Indiranagar,4.1,124,450.0,"Cafe, Bakery"
Django,Indiranagar,4.0,220,800.0,"Beverages, Italian, Pizza, Burger"
Tata Cha,Indiranagar,3.9,681,500.0,"Cafe, Tea, North Indian"
Grubhouse,Indiranagar,4.1,338,800.0,"Cafe, Continental"
Eddy's Cafe,Indiranagar,4.1,142,750.0,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts"
Lahe Lahe Santhe,Indiranagar,3.8,20,300.0,"Cafe, Beverages"
D'Cafe,Domlur,3.8,18,500.0,"Cafe, Coffee, Continental"
Lakeview Milkbar,Indiranagar,2.9,544,600.0,"Fast Food, Desserts, Cafe"
UBCR,Indiranagar,3.3,5,200.0,Fast Food
Barista,Domlur,3.6,18,300.0,Cafe
iSpice Resto Cafe,Indiranagar,3.7,32,500.0,"North Indian, Chinese, Fast Food"
J's Cafe,Indiranagar,3.9,155,700.0,"Cafe, Continental"
Costa Coffee,Indiranagar,3.8,211,500.0,Cafe
Cup Shup,Indiranagar,2.8,185,500.0,"Cafe, Continental, Fast Food"
Chai Cafe,Indiranagar,3.9,49,200.0,Cafe
Raenss Cafe,Indiranagar,2.4,128,600.0,"Cafe, Fast Food"
Breadworks,Indiranagar,2.9,48,500.0,"Bakery, Cafe"
Cross Roads Cafe,Indiranagar,3.0,59,500.0,"Cafe, Italian, Tex-Mex, Fast Food, Burger"
Melting Spot,Indiranagar,4.0,134,600.0,"Cafe, Desserts, Beverages, Italian"
Cafe Velvette,Domlur,3.4,11,400.0,"Cafe, American, Italian, Continental"
Hot Spot Cafe,Domlur,2.9,17,150.0,"Cafe, Fast Food"
C-harge by Chefkraft,Indiranagar,3.4,7,600.0,"Cafe, Continental"
eat.fit,Indiranagar,4.5,875,500.0,"Healthy Food, North Indian, Biryani, Continental, Desserts"
BOX8- Desi Meals,Old Airport Road,4.3,464,500.0,"North Indian, Mughlai, Fast Food"
Kerala Pavilion,Domlur,3.9,307,300.0,"Kerala, South Indian, Seafood, Biryani"
Chai Days,Indiranagar,4.5,132,200.0,"Cafe, Tea, Beverages, Fast Food"
Ghar Ki Rasoi,Indiranagar,3.1,50,500.0,"North Indian, Chinese, Italian"
Shanmukha,Old Airport Road,3.8,149,800.0,"Biryani, Andhra, North Indian, Chinese"
DinePost9,Marathahalli,3.8,798,450.0,"North Indian, South Indian, Chinese, Continental"
FreshMenu,East Bangalore,3.8,1093,450.0,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger"
A 1 Pizza and Food,Old Airport Road,2.8,215,300.0,"Pizza, Chinese, North Indian"
Chandni Chowk 2 Bangalore,Jeevan Bhima Nagar,4.2,252,400.0,"North Indian, Rolls"
New Krishna Sagar,Indiranagar,3.5,35,300.0,"South Indian, North Indian, Chinese"
XO Belgian Waffle,Indiranagar,4.4,95,400.0,"Desserts, Beverages"
Dal Roti Sabji,Indiranagar,4.1,86,150.0,North Indian
Red Kitchen,Jeevan Bhima Nagar,3.4,154,200.0,"North Indian, South Indian, Chinese"
Gurukrupa Paratha House,Old Airport Road,3.9,644,400.0,"North Indian, Chinese"
Burger King,Indiranagar,4.0,1400,600.0,"Burger, Fast Food, Beverages"
Donne Biriyani House,Indiranagar,4.0,494,300.0,Biryani
Empire Restaurant,Indiranagar,4.1,8286,750.0,"North Indian, Mughlai, South Indian, Chinese"
Sree Spicy Hub,Jeevan Bhima Nagar,3.9,234,600.0,"Andhra, Biryani, South Indian"
Pathaan Sir,Indiranagar,3.3,55,250.0,"Fast Food, Momos, Rolls"
Zawaa Foods,Old Airport Road,3.4,42,400.0,"Continental, South Indian, North Indian, Arabian"
Bharpur Aahar,Jeevan Bhima Nagar,3.9,419,200.0,"North Indian, Chinese"
Sri Udupi Park,Indiranagar,4.2,781,300.0,"South Indian, North Indian, Chinese, Beverages"
Chakum Chukum Calcutta On A Roll,Indiranagar,2.8,94,400.0,"Fast Food, Rolls"
Kabab Souq,Thippasandra,3.8,315,400.0,"North Indian, Chinese, Arabian, BBQ, Middle Eastern"
Chowpatty,Indiranagar,3.9,929,300.0,"North Indian, Fast Food, Street Food"
Firangi Bake,Indiranagar,3.9,58,600.0,"Mexican, Italian"
Midnight Mania,Koramangala 6th Block,4.0,731,700.0,"Pizza, Italian, Beverages"
Fresh Aahar,Indiranagar,3.9,43,400.0,"Biryani, Mangalorean, Kerala"
Lion King,Kaggadasapura,3.8,76,250.0,"Chinese, Momos"
Punjabi Tandoor,Kaggadasapura,3.6,251,700.0,"North Indian, Chinese"
Roti Shotti,Jeevan Bhima Nagar,3.8,62,400.0,North Indian
Khushi Kitchen,Thippasandra,3.4,74,400.0,"Street Food, North Indian, Bengali, Oriya"
Chakh Le Foods,Jeevan Bhima Nagar,3.4,258,500.0,"North Indian, Mughlai, Bengali, Chinese"
Khan Saheb Grills and Rolls,Indiranagar,4.0,1074,400.0,"Fast Food, Rolls"
Behrouz Biryani,Old Airport Road,4.0,88,650.0,Biryani
Sagar Deluxe,Jeevan Bhima Nagar,3.4,161,350.0,"South Indian, North Indian, Chinese"
The Paramount Hotel,Domlur,2.9,325,1000.0,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages"
Tripura Express,Old Airport Road,3.0,168,450.0,"Pizza, Beverages"
Delite Chaat House,Indiranagar,4.0,454,300.0,"Street Food, Gujarati"
FoodIshq,Kaggadasapura,4.0,175,450.0,North Indian
Corner House Ice Cream,Indiranagar,4.7,2172,400.0,"Ice Cream, Desserts"
Mojo Pizza - 2X Toppings,Old Airport Road,4.2,227,600.0,Pizza
Zaitoon,Old Airport Road,4.3,2032,1000.0,"BBQ, Arabian, Chinese, North Indian, Desserts"
Leon Grill,Jeevan Bhima Nagar,4.2,1344,500.0,"Burger, Fast Food"
Warm Oven,Domlur,4.3,895,500.0,"Bakery, Desserts"
Kunda Biryani,CV Raman Nagar,3.8,198,800.0,"Hyderabadi, Biryani, North Indian"
Rajdhani Thali Restaurant,Indiranagar,4.0,1137,1000.0,North Indian
Motis Kitchen,Thippasandra,4.1,563,350.0,"South Indian, Kerala, Biryani"
Meghana Foods,Indiranagar,4.2,1774,800.0,North Indian
Paradise,Indiranagar,4.0,3268,800.0,"Biryani, North Indian, Kebab"
Maravanthe,Indiranagar,4.4,711,1000.0,"Seafood, Mangalorean"
VSV Chettinad,Kaggadasapura,3.3,73,600.0,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian"
New Punjabi Hotel,Old Airport Road,3.2,393,400.0,"North Indian, Chinese"
Chef's Cap Chinese Cuisine Restaurant,Old Airport Road,3.9,37,400.0,Chinese
Hongkong Garden,Kaggadasapura,3.9,310,500.0,"Chinese, Thai, Seafood, Momos"
Dindigul Thalappakatti,Indiranagar,4.2,326,800.0,"Biryani, Chinese, North Indian, South Indian"
KFC,Old Airport Road,3.9,332,400.0,"Burger, Fast Food"
Potful,Domlur,4.1,1135,650.0,"Biryani, Kebab, Rolls, Mughlai"
The Good Bowl,Indiranagar,3.7,15,500.0,"Italian, North Indian, Biryani"
Beijing Bites,Jeevan Bhima Nagar,3.2,292,850.0,"Chinese, Thai"
Hyderabad Biryaani House,Old Airport Road,3.9,1626,700.0,"Biryani, North Indian, Chinese"
Kya Khaoge,Old Airport Road,3.8,69,300.0,"North Indian, Chinese"
Andal Mess,Indiranagar,3.2,136,300.0,"South Indian, North Indian"
Bathinda Dine,Indiranagar,4.1,760,950.0,North Indian
Django,Indiranagar,4.0,220,800.0,"Beverages, Italian, Pizza, Burger"
B.M.W - Bhookh Mitaane Wala,Koramangala 1st Block,3.7,510,500.0,"North Indian, South Indian, Chinese"
Donne Biriyani Mane,Indiranagar,3.8,149,350.0,"Biryani, Mughlai"
The Paratha Stories,Koramangala 1st Block,3.3,38,400.0,North Indian
Taco Bell,Indiranagar,4.1,393,600.0,"Mexican, American, Fast Food"
Bhookha Sher,Old Airport Road,3.2,34,350.0,"North Indian, Fast Food"
Ambur Hot Dum Biryani,Old Airport Road,3.1,47,200.0,Biryani
Green Pepper,Jeevan Bhima Nagar,3.9,262,600.0,"Seafood, South Indian, Chinese, Kerala"
Punjabi's Food Corner,CV Raman Nagar,3.6,89,250.0,"North Indian, Chinese"
Hungree Belly,Kaggadasapura,3.9,633,800.0,"Continental, North Indian, Chinese, Bengali"
Aathurar,Jeevan Bhima Nagar,3.3,584,600.0,"Chettinad, Biryani, South Indian, Seafood"
Moonlight Kitchens,Old Airport Road,3.9,128,400.0,"North Indian, Chinese"
Delhi Highway,Indiranagar,4.4,3429,1500.0,"North Indian, Mughlai"
Pot Biryani,Domlur,3.9,466,600.0,"North Indian, Chinese, Biryani, Seafood"
Asha Sweets Center,Indiranagar,4.1,61,200.0,Street Food
Plantain Leaf,Thippasandra,3.9,531,600.0,"Andhra, Chinese, North Indian, Biryani"
KF's Biryani's and Kababs,Koramangala 4th Block,3.4,17,400.0,"Biryani, Kebab"
Onesta,Indiranagar,4.3,4709,600.0,"Pizza, Cafe, Italian"
Savoury Express,Jeevan Bhima Nagar,3.6,32,800.0,Arabian
Sri Udupi Park,Old Airport Road,3.7,448,300.0,"South Indian, North Indian, Chinese, Beverages"
Cheesy Juicy Burgers,Indiranagar,3.8,85,300.0,"Fast Food, Burger, Sandwich, Beverages"
S P Dum Biryani,Jeevan Bhima Nagar,3.3,77,400.0,Biryani
Night Food Joint,Marathahalli,2.8,295,500.0,"North Indian, Chinese"
Namma Madurai,Kaggadasapura,3.0,179,200.0,South Indian
The Chocolate Heaven,Old Airport Road,3.8,139,700.0,"Desserts, Cafe, Italian, Beverages"
Vietnamese Kitchen,Indiranagar,4.1,536,800.0,"Chinese, Vietnamese, Momos, Thai"
Sri Udupi Deluxe,Marathahalli,3.5,11,400.0,"North Indian, Chinese, South Indian, Fast Food"
The Charcoal Factory,Koramangala 6th Block,4.1,291,600.0,"Burger, Pizza, Momos"
Shahi Darbar,Ejipura,3.2,5,300.0,"Chinese, North Indian"
Daba Delights,Koramangala 4th Block,3.3,9,400.0,"North Indian, Mughlai"
Swaadpurna,Jeevan Bhima Nagar,3.6,51,450.0,"North Indian, South Indian, Chinese, Biryani"
Brownie Heaven,Indiranagar,4.3,132,300.0,Desserts
Five Star Chicken,Jeevan Bhima Nagar,3.7,69,300.0,"Fast Food, Burger"
Food Lover,Indiranagar,3.7,35,400.0,"North Indian, Chinese"
Chai Point,Indiranagar,4.3,179,250.0,"Fast Food, Beverages"
Rannaghar,Jeevan Bhima Nagar,3.9,144,600.0,"North Indian, Bengali, Chinese"
Shalimar,Indiranagar,4.0,160,700.0,"North Indian, Chinese, Seafood"
Pizza Joint Food Junction,Indiranagar,3.1,8,350.0,"Fast Food, Pizza"
Night Food Delivery,Indiranagar,2.9,24,500.0,"Burger, Rolls, Sandwich, North Indian"
Pizza Hut,Indiranagar,3.7,835,750.0,"Pizza, Fast Food"
Imperial Restaurant,Indiranagar,3.9,241,800.0,"North Indian, Chinese, Mughlai, Seafood"
Cream Stone,Indiranagar,4.2,743,300.0,"Desserts, Beverages"
PurpleBasil.in,Indiranagar,4.4,460,500.0,"Healthy Food, Desserts"
The Biryanis,Jeevan Bhima Nagar,3.8,427,500.0,"Andhra, Biryani, North Indian"
Kokomo,Koramangala 6th Block,4.0,196,500.0,"Thai, Chinese"
The Fatty Bao - Asian Gastro Bar,Indiranagar,4.6,3818,1200.0,"Japanese, Sushi, Asian"
Coast,Jeevan Bhima Nagar,3.2,68,750.0,"Seafood, Mangalorean, North Indian, Biryani"
Feel@Home,Marathahalli,3.6,42,300.0,"North Indian, Chinese"
PreRit's Food Factory,Indiranagar,3.7,74,300.0,"North Indian, Chinese"
Bangaliana,Indiranagar,3.7,15,500.0,Bengali
Nite Out,Koramangala 4th Block,4.0,1113,500.0,"North Indian, Chinese, Biryani"
UBQ by Barbeque Nation,Indiranagar,3.6,17,450.0,"North Indian, BBQ, Biryani, Kebab"
Thai Chy,Indiranagar,4.3,451,1200.0,"Thai, Asian, Indonesian"
HomeDeli Kitchen,Jeevan Bhima Nagar,3.0,401,600.0,"North Indian, Chinese, Biryani"
Bombay Sandwich Company,Indiranagar,3.0,40,400.0,"Sandwich, Beverages"
Momo Rice Noodles,Domlur,3.2,87,600.0,"Chinese, Momos"
Nando's,Indiranagar,4.3,1235,1200.0,"Portuguese, Wraps, Burger, Salad"
Indiana Burgers,Domlur,3.2,50,300.0,Burger
Seafood Place,Indiranagar,4.1,298,800.0,"Chinese, North Indian, Kerala, Mangalorean, Seafood"
Lepcha Foods & Refreshment,Thippasandra,3.4,23,350.0,"Chinese, Momos"
The Pizza Bakery,Indiranagar,4.8,1781,1200.0,"Italian, Pizza, Beverages"
Smoke House Deli,Indiranagar,4.6,5446,1600.0,"European, Italian, Desserts, Salad, Juices, Steak"
Bangalore Mandarin,Indiranagar,4.2,985,1100.0,"Chinese, Seafood"
Biryani Trip,Indiranagar,4.0,64,400.0,Biryani
Srinidhi Sagar,Old Airport Road,3.9,164,250.0,"South Indian, North Indian, Chinese"
Cupcake Bliss,Domlur,3.6,8,250.0,Bakery
Eatsomnia,Koramangala 1st Block,3.5,435,500.0,"North Indian, South Indian, Chinese, Continental"
Smally's Resto Cafe,Indiranagar,4.1,424,650.0,"Cafe, Italian, Burger, American, Steak"
Healthie,Indiranagar,3.9,194,600.0,"Healthy Food, Beverages"
Samosa Singh,Thippasandra,3.7,47,150.0,"Street Food, Beverages"
Thalis Of India,Indiranagar,3.4,21,500.0,"South Indian, North Indian, Beverages"
Andhra Ruchulu,Old Airport Road,4.0,51,400.0,"Andhra, North Indian"
Andhra Mess,Domlur,3.2,129,400.0,"Andhra, Biryani, Chinese"
Smoor,Indiranagar,4.6,1732,900.0,"Desserts, Cafe, Beverages"
Mota Bawarchi,Indiranagar,3.8,57,500.0,"North Indian, Fast Food"
Lassi Shop,Jeevan Bhima Nagar,4.0,215,100.0,"Beverages, Juices, Ice Cream"
Bharanis,Domlur,3.5,18,600.0,"Andhra, Biryani"
Suryawanshi,Indiranagar,4.1,453,700.0,"Seafood, Maharashtrian"
Delicacy,Jeevan Bhima Nagar,3.9,652,500.0,"Chinese, Thai, Momos"
The Waffles Hut,Indiranagar,4.0,42,400.0,Desserts
Krispy Kreme,Indiranagar,4.1,261,300.0,"Desserts, Beverages"
Subway,CV Raman Nagar,3.6,108,500.0,"Healthy Food, Sandwich, Salad"
Just Khao Suey,Indiranagar,4.0,183,600.0,Burmese
Mainland China,Indiranagar,4.4,1554,1700.0,Chinese
Faasos,Thippasandra,4.1,112,500.0,"North Indian, Biryani, Fast Food"
BFC Family Restaurant,Kaggadasapura,3.2,426,600.0,"North Indian, Biryani, Chinese, Rolls"
Woodfire Pizza,Thippasandra,3.3,32,400.0,"Pizza, Fast Food"
Anand Sweets and Savouries,Old Airport Road,4.0,262,400.0,"Mithai, Fast Food"
Annabell,Indiranagar,4.0,269,800.0,"Fast Food, Burger, Beverages"
Urban Tamaasha,Indiranagar,4.1,880,1200.0,"North Indian, Chinese, Continental"
Salt Mango Tree,Indiranagar,4.2,255,800.0,Kerala
Burma Burma,Indiranagar,4.7,1674,1500.0,"Asian, Burmese"
Pizza Stop,Domlur,3.2,166,600.0,"Pizza, Italian"
Pasta Street,Indiranagar,4.5,1670,1300.0,"Italian, Pizza, Salad"
Desi Chinese kitchen,Indiranagar,4.0,27,700.0,"Chinese, Asian"
Keventers,Indiranagar,4.0,571,400.0,"Beverages, Desserts, Ice Cream"
Mani's Dum Biryani,Jeevan Bhima Nagar,4.0,690,750.0,"Biryani, Andhra"
Kick Out the Jams,Ejipura,4.0,528,350.0,"Burger, American, Italian"
Cup Chronicles Cafe,Indiranagar,3.9,58,450.0,"Continental, Desserts, Beverages"
Keto Kitchen,Indiranagar,3.1,22,500.0,Healthy Food
Crunch Pizzas - Express Delivery,Indiranagar,3.0,239,500.0,Pizza
Assi Tussi Lassi,Ejipura,3.7,27,200.0,"Beverages, Fast Food, Ice Cream"
Tango Bango,Jeevan Bhima Nagar,3.5,124,500.0,"Burger, American, Beverages, Desserts, Italian, Salad, Ice Cream, Finger Food"
Tata Cha,Indiranagar,3.9,681,500.0,"Cafe, Tea, North Indian"
Dhaba - Estd 1986 Delhi,Indiranagar,4.4,1522,1500.0,"North Indian, Mughlai, Desserts"
Karachi Bakery,Indiranagar,3.9,63,500.0,"Bakery, Fast Food, Beverages, Desserts"
YumYumDilli,Indiranagar,3.6,54,500.0,North Indian
Coastal Delight,Indiranagar,4.1,198,650.0,"Seafood, South Indian, North Indian, Mangalorean, Chinese"
Snacks Joint,Jeevan Bhima Nagar,3.7,186,150.0,Fast Food
AutoExpress - Hot Dogs,Indiranagar,3.7,19,300.0,"Fast Food, Hot dogs"
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,Thippasandra,4.4,593,800.0,"Fast Food, Sandwich"
Monkey Bar,Indiranagar,4.3,3888,1400.0,"American, Asian, European, North Indian"
Little Kolkata,Ejipura,3.9,96,500.0,"Bengali, North Indian"
Thunder Fried Chicken,Jeevan Bhima Nagar,3.6,181,350.0,"North Indian, Biryani, Mughlai, Rolls"
Cita Pani,Indiranagar,3.8,55,350.0,"Biryani, North Indian, Arabian"
Mama Mia!,Indiranagar,4.3,428,400.0,"Desserts, Cafe"
Glen's Bakehouse,Indiranagar,4.3,5352,600.0,"Bakery, Cafe, Italian, Desserts"
Not Just Parathas,Kaggadasapura,3.8,170,500.0,"North Indian, Chinese"
Sweet Truth,Thippasandra,3.9,29,500.0,"Bakery, Desserts"
Roll Er Dokaan,Jeevan Bhima Nagar,3.9,139,300.0,"Street Food, Rolls"
Snack House,Indiranagar,3.9,26,200.0,"Fast Food, Momos"
Gokul Kuteera,Indiranagar,3.9,260,650.0,"North Indian, Chinese"
Taste of Assam,Koramangala 4th Block,3.3,26,400.0,"Assamese, North Indian, Chinese"
Wow Paratha,Jeevan Bhima Nagar,3.9,38,400.0,North Indian
Misal Darbar,Indiranagar,3.0,25,250.0,Maharashtrian
Gowdru Hotel,Indiranagar,3.9,203,400.0,South Indian
Stoner,Indiranagar,4.4,2699,550.0,"Ice Cream, Pizza, Beverages"
No More Hungry,Jeevan Bhima Nagar,3.3,214,450.0,North Indian
Dhyaana,Indiranagar,4.3,156,600.0,"Cafe, Healthy Food, Fast Food, Beverages"
Frozen Bottle,Indiranagar,4.1,174,400.0,"Beverages, Desserts, Ice Cream"
Roll Over,Indiranagar,4.2,217,500.0,"Ice Cream, Beverages, Fast Food"
Cafe Grill,Jeevan Bhima Nagar,4.1,505,300.0,"Chinese, North Indian, Rolls"
North Indies,Kaggadasapura,3.8,27,450.0,North Indian
Just Eat,Indiranagar,3.4,18,500.0,"North Indian, Chinese, Beverages"
